肺泡蛋白质沉积症,约3个月
芽生菌病样脓皮病,2-4月
热带性出汗不良,3个月
神思间病,1--6个月
热带性口炎性腹泻,1-2周
肾疳,1-3个月
人格解体-现实解体综合征,1-3个月
多形性脂肪瘤,2-6周
肾精亏虚,3-6个月
人类T淋巴细胞病毒感染,30天
羊膜带综合征,2-4月
肾咳,8-12周
人类免疫缺陷病毒所致葡萄膜炎,1-3个月
斑疹伤寒立克次体肺炎,1-3月
肾气不固,3-6个月
人免疫缺陷病毒感染性肾损害,需要终身治疗
隐翅虫皮炎,10--30天
肾虚耳鸣,1-3个月
人疱疹病毒-6型感染,3个月
白发,
肾虚眩晕,3个月
人为性皮炎,8-12周
张力性气胸,30天
肾虚腰痛,1-3个月
自主性高功能性甲状腺腺瘤,1-3个月
肾痈,10-30天
制药业引起的皮肤病,1-2个月
升主动脉瘤,7-14天
蜂窝肺综合征,2--8周
人为脂膜炎,10-30天
尸厥,2-5周
妊娠高血压综合征,1-2周
急性女阴溃疡,5-7周
失荣,2-4周
接合菌病,3个月
妊娠高血压综合征眼底病变,2-4月
湿痹,1个月
毛囊周角化病,4-7周
妊娠合并白血病,周期一般5-12月
湿毒疮,7-14天
麻疹病毒肺炎,10--30天
妊娠合并癫痫,1-3个月
湿热病,1-2周
女性膀胱颈梗阻,2-4周
妊娠合并动脉导管未闭,1-2个月
湿热痢,7-14天
妊娠合并多囊肾,1-3个月
扭转痉挛,1-2周
佩吉特病样网状细胞增生症,30天
湿热蕴脾,1-3个月
湿阻,1-3个月
妊娠合并肺炎,7-10天
全身黏液性水肿,3-6个月
石油、煤焦油及其分馏产物所致的皮肤病,1-3个月
妊娠合并风湿性心脏病,1-2个月
脂质沉积性肌病,3个月到1年
实喘,3个月
妊娠合并肝硬化,30天
湿疹样癌,治疗周期一般在1-6个月时间
食管痹,2-4月
妊娠合并红细胞增多症,1-2个月
色素性青光眼,3-6月
妊娠合并急性膀胱炎,1-3个月
食积胃病,2-4周
霜样树枝状视网膜血管炎,2个月
食瘕,3个月
叶酸缺乏神经病,30天
妊娠合并急性胆囊炎,10天
食滞胃脘主证,1-2周
药物性食管炎,3-6个月
视网膜脱落,3-7天
妊娠合并急性阑尾炎,7-14天
梅毒肾病,1-2年
视瞻昏渺,终身间歇性治疗
妊娠合并急性肾小球肾炎,一般在3-6周时间
癫痫持续状态,终身间歇性治疗
妊娠合并急性肾盂肾炎,10-20天
兽咬伤,2--7天
苯丙酮尿症,1-6个月
妊娠合并急性胰腺炎,3-6周
输卵管积水,2-4月
高原性心脏病,10天-15天
妊娠合并甲状旁腺功能亢进,6个月
输卵管结扎术后并发症,1-3个月
急性卵巢、输卵管自身扭转,1-7天（手术治疗）
输卵管阻塞性不孕,1-3年
妊娠合并甲状腺功能减退,3-6月
暑湿,7天
妊娠合并甲状腺功能亢进,3个月
麦格综合征,10天-1个月
暑瘵,1-2周
妊娠合并巨幼红细胞性贫血,1-3个月
鼠咬伤,1个月
妊娠合并类风湿关节炎,需要终身治疗
水臌,3-6个月
慢性膀胱炎,21天
孟氏骨折,3-6个月
水疥,1周-2月不等
妊娠合并淋巴瘤,1-6个月
水疝,1-2个月
膜迷路积水,1-3年
妊娠合并卵巢肿瘤,1-3个月
水肿,1个月
Nezelot综合征,1-2年
妊娠合并慢性肾上腺皮质功能减退,8-12周
水渍疮,3-7天
慢性劳损性颈背部筋膜纤维织炎,3-6周
妊娠合并慢性肾小球肾炎,2-4周
妊娠合并尿石症,15-21天
小儿急性淋巴细胞性白血病,一般2-3年
四肢不用,需长期治疗
妊娠合并皮质醇增多症,30天
宿醉,1-2个月
妊娠合并偏头痛,3-6月
粟疮,7--14天
锁喉毒,3-6周
妊娠合并缺铁性贫血,周期一般6-12月
锁喉痈,2-4周
妊娠合并肾病综合征,10-30天
胎赤,1-2周
妊娠合并系统性红斑狼疮,2-4月
胎毒,7-10天
妊娠合并消化性溃疡,2-5周
胎肥,1-3个月
胎漏,7-21天
妊娠合并哮喘,10天
小儿精神发育迟缓,3-6个月
胎盘部分残留,3-6周
妊娠合并心房间隔缺损,1到2月
颞动脉炎,1个月
胎热,1-3个月
妊娠合并心室间隔缺损,10-30天
小儿急性中毒,1-2周
胎死不下,1-7天
妊娠合并血栓性疾病,一般在15-30天。
小儿肺炎链球菌肺炎,7天
妊娠合并血栓性血小板减少性紫癜,3个月
先天性风疹综合征,4-8周或更长
妊娠合并硬皮病,3-6个月
胸主动脉瘤,1-2个月
妊娠合并原发性高血压,1-6个月
先天性非溶血性黄疸,1个月
心房心肌梗死,需要终身间歇性对症治疗
心脏黏液瘤,2-4月
心室静止,1-3周
胎萎不长,1-2个月
自发性蛛网膜下腔出血,1-3月
主动脉肠道瘘,1-2个月
Bazin硬红斑,3-6个月
太阳病,7--14天
肠系膜囊肿,7-14天
胆固醇肺炎,4-6个月
太阳中风,1-2周
反社会人格障碍(病态人格),1-3个月
痰毒,1个月
妊娠合并再生障碍性贫血,2-3年
横结肠扭转,4-8周
痰火,1个月
妊娠合并重症肌无力,2-个6月
妊娠合并子宫肌瘤,4-8周
家族性进行性色素沉着,1-3个月
妊娠合并自身免疫性溶血性贫血,4-8周
痰火扰心,14--21天
克罗恩病关节炎,1-3个月
妊娠呕吐,10天（一般经治疗可缓解）
痰积,2-4周
弥漫性特发性骨肥厚,4--10周
痰厥,2--7天
妊娠疱疹,14-30天
毛细胞白血病,1-5周
癌性疼痛,原发并不同，疼痛的原因不同治疗时间不同
妊娠期肝内胆汁淤积症,1-3个月
急性间歇性卟啉病,1-2年
痰热咳嗽,7-10天
妊娠期肝血肿及破裂,1-2个月
脚气病性心脏病,1-3个月
痰湿阻肺,2-4周
妊娠期急性肾功能衰竭,3-6个月
原发性阴道恶性淋巴瘤,3-6个月
妊娠期急性脂肪肝,2-6周
急性侵袭型肺曲霉病,1-3个月
妊娠期甲状腺功能亢进,3-6个月
耻骨炎,1-2年
痰饮,10天
妊娠期糖尿病,1-3个月
钴及其化合物引起的皮肤病,3个月
痰浊头痛,7-10天
妊娠舞蹈病,2-4月
妊娠性急性阑尾炎,7--21天
脊髓梅毒,2-4月
妊娠性哮喘,1-3个月
畸形性吞咽困难,3个月
进行性面偏侧萎缩症,3个月
妊娠性心肌梗死,14--21天
软骨外胚层发育不全,1个月
妊娠痒疹,3-6周
膝关节内侧副韧带断裂,3个月
日本血吸虫病,2-4月
痰浊眩晕,6-12个月
腰疝,2-4个月
体质性低血压,1个月
日光皮炎,2-4周
眼眶横纹肌肉瘤,1-3个月
日光性雀斑样痣,1-3月
天疤疮,3个月
椎管内神经鞘瘤,1个月
肉孢子虫病,1-3月
天柱倒,1-3个月
心脏神经症,1-3个月
肉瘤皮肤转移,1-2年
聤耳,2周
肉芽肿性唇炎,1-3个月
头风病,3-6个月
小儿抽动秽语综合征,3-5年
肉芽肿性前列腺炎,6-12个月
吐失,2-4周
肉芽肿性松弛皮肤,1-3年
团癣,7--10天
心室扑动和心室颤动,1-2周
蠕形螨病,2-4周
退行性黄韧带肥厚,1-2个月
脱疽,2-5月
脱囊,4-6个周
乳房导管内乳头状瘤,1-3个月
脱阳,1-3个月
乳房棘球蚴病,3个月
热带型肺嗜酸性粒细胞肺炎,7-10天
啘,1-3个月
乳房结核,治疗周期9个月
顽痹,1-3个月
十二指肠先天性狭窄,3-5月
乳房缺少症,治疗周期为30天
往来寒热,1-2个月
上斜肌腱鞘综合征,2-5周
乳房神经纤维瘤,3-6个月
维生素Ａ缺乏症所致的角膜溃疡病,8-12周
十二指肠外瘘,10-15天
乳房湿疹,治疗周期15天
痿病,1-3个月
β受体亢进症,7-14天
十二指肠结核,12个月
痿证,1-3个月
乳房丝虫病,1-3个月
胃肠积液,4-8周
特发性息肉样脉络膜血管病变,1-2个月
乳房外湿疹样癌,1-2个月
胃型哮喘,15天
乳糜尿,10-30天
胃寒呕吐,15天
胃神经纤维瘤,终身间歇性对症治疗
乳糜泻,1-3个月
胃纳呆滞,30天
乳糜胸,1-2个月
胃憩室,1-2个月
温虐,1-3个月
胃平滑肌瘤,1-2个月
多形红斑样皮疹,2-4周
温热,1-2个月
乳头内陷,手术治疗5--7天
胃溃疡,8-12周
蚊子叮咬,3-5天
无排卵性不孕症,1-6个月
胃结核,2年
五迟,6-12个月
胃内隔膜,1-3个月
乳头侵蚀性腺瘤病,2-4月
五更泄,7-14天
乳头炎和乳晕炎,2-6周
胃肠道间质瘤,3-6个月
五积,1-3个月
乳头状汗腺腺瘤,1-2个月
胃真菌病,3-6个月
五软,60天左右
胃切除后吸收不良综合征,终身间歇性治疗
乳腺癌皮肤转移,30天
温抗体型自身免疫性溶血性贫血,3-6个月
乳腺癌肉瘤,10-30天
无睾症,1-3个月（手术治疗）
乳腺错构瘤,1周
五硬,1-3个月
尾骨骨折与脱位,3-12个月
乳腺纤维肉瘤,1-3个月
五脏痹,1-3月
乳腺纤维腺瘤,1-3个月
吸烟中毒症,治疗周期20-50天
胃梅毒,3-7月
乳腺叶状囊肉瘤,30天
息贲,1-2个月
消散延迟性肺炎,1-2个月
息积,2-4周
乳溢症,1-2个月
先天性巨尿道症,4-8周
软骨样汗管瘤,6-8周
膝关节骨性关节炎,1-2个月
小儿急性胆囊炎与胆管炎,14-30天
软组织肉瘤,3个月
下消,终身间歇性对症治疗
瑞列绦虫病,2-7天
夏季低热,1-7天
下腰椎不稳症,1-3年
失认症,3-6个月
心源性哮喘,1-2年
夏季热,3-10天
SARS的胃肠道感染,4-8周
新生儿肛门和直肠畸形,2--3周(手术治疗周期2-3周，总治疗时间1-2年)
先天性白细胞颗粒异常综合征,间歇性对症治疗
唇舌水肿及面瘫综合征,7-21天
血吸虫尾蚴性皮炎,3个月
塞泽里综合征,3个月
希恩综合征,2-4月
腮腺恶性肿瘤,3-6月
先天性心脏病,10-30天
心血管疾病伴发的精神障碍,6个月-1年
项痹,10天
散光,120天(终身佩戴眼镜)
先天性拇内翻,2-3月
桑毛虫皮炎,1-3周
消中,终身间歇性对症治疗
色素性化妆品皮炎,20天-40天
血色病性骨关节病,2-8周
小肠气痛,3-7周
色素性静脉旁视网膜脉络膜萎缩,1-2个月
药物性心肌病,1-3个月
小肠实热,7-14天
小肠虚寒,7-10天
色素性口周红斑,1-6个月
营养不良性皮肤钙化病,1-2个月
小儿46-XY单纯性腺发育不全综合征,3个月
药物性呼吸衰竭,10—21天
原发性腹膜炎,30天
小儿疳渴,3-5个月
小儿疳痢,2个月左右
直肠脱垂直肠壁内疝,2-4周
色素性紫癜性苔藓样皮病,1-2年
小儿疳眼,1-3个月
低血糖,3-7天
色素性紫癜性苔藓样皮炎,1-2个月
高温引起的溶血性贫血,2--6周
上干型胸廓出口综合征,3-5年
小儿发烧,10-15天
上巩膜静脉压升高所致青光眼,2-4周
近端肾小管性酸中毒,1-7天
上气道梗阻,2-4周
小儿格林巴利综合症,2-4月
痛风和高尿酸血症,需要终身间歇性治疗
小儿黄水疮,7天
小儿副流感病毒肺炎,10天
小儿流涎症,10-30天
上腔静脉综合征,7-14天
小儿脓窠疮,3-6周
小儿盘肠气痛,1-3个月
砷及其化合物引起的皮肤病,3个月
癌症伴发的精神障碍,2-4年
小儿热疮,2-4周
神经病性关节病,1-3个月
胸骨裂,3-6月
小儿乳积,1-2周
脑蛛网膜炎,3--10周
小儿肾母细胞瘤,3个月
神经官能性表皮剥脱,10-30天
脑棘球蚴病,2--6个月
小儿食积,7-14天
神经内分泌肿瘤,2-4月
脑静脉畸形,14天
神经内分泌肿瘤皮肤转移,2-4月
小儿暑温,5-15天
神经鞘源性肿瘤,5-15天
小儿头疖,7-21天
脑膜肉瘤,2-6月
小儿维生素B1缺乏病,2-4个月
神经系统结节病,3-6周
小儿维生素B2缺乏病,7-10天
神经系统先天性疾病,2-4月
先天性前尿道瓣膜,3-6个月
小儿维生素B6缺乏病,1-3个月
胆道蛔虫病与肝蛔虫病,3个月
神经系统遗传病,1-3年
胆道华支睾吸虫病,20-30天
神经元蜡样脂褐质沉积症,1-3个月
胰腺囊腺瘤和囊腺癌,3-5月
原发性直立性低血压,1-3个月
肾淀粉样变性,3-5月
胰腺异位,3-6月
小儿泄泻,3-10天
肾动静脉瘘,1-3个月
胰多肽瘤,1-3个月
小儿眼外肌麻痹-视网膜色素变性-心脏传导,1--3个月
肾动脉栓塞,3个月
睾丸女性化,30天
哮病,终身治疗
肾动脉狭窄,30天
尿路软斑症,3个月
胁痛,1-6个月
肾动脉血栓形成和栓塞,1-3个月
肾错构瘤,1-3个月
蟹睛,1-2个月
肾积脓,10天
心瘅,7-10天
肾母细胞瘤,2年
心火上炎,3-5天
心厥,1-3月
肾上腺皮质功能减退性心脏病,需要终身治疗
心脾两虚,2-5个月
肾上腺皮质功能异常伴发的精神障碍,2-4年
肾上腺素能依赖性尖端扭转性室性心动过速,3个月
心气虚,15-30天
肾嗜酸细胞瘤,3-6个月
肾脏疾病伴发的精神障碍,跟原发病有关
肾髓质坏死,30天
心肾不交,1-3个月
肛窦炎及肛乳头炎,8-12周
肾髓质囊性病,3-5月
难治性癫痫,3个月
猝死,暂无可参考数据
肾性尿崩症,1-3个月
小肠重复畸形,3-6个月
肾性失镁,1--3周
阴道黑色素瘤,3-6月
肾性糖尿,需要终身治疗
肾旋转异常,1--6个月
肾血管畸形与压迫,3个月
肾盂肿瘤,1-3个月
子宫内膜间质肉瘤,1-3个月
渗出性多形红斑,3-6个月
心血虚,10天
中心性渗出性脉络膜视网膜病变,1-3个月
渗出性盘状苔藓样皮炎,3个月
阵发性冷性血红蛋白尿,1-3年
生长激素缺乏症,3-5年
心血瘀阻,1-2个月
输尿管瓣膜,1-3个月
生脓性肉芽肿,7--21天
子宫颈残端癌,3-6月
生乳头汗管囊腺瘤,2-4周
心阳虚,20-30天
子宫切除术后会阴疝,手术治疗周期7天
生殖道肿瘤,1-3个月
心阴虚,30天
子宫内膜增生,1-3个月
生殖道肿瘤皮肤转移,1--3个月
行经泄泻,10-30天
子宫腺肌病,1-2个月
失眠,30天
性交晕厥,3-6周
产后甲状腺炎,6个月左右（部分需终身治疗）
胸痹,长期服药治疗
早产儿贫血,1-2个月
胸痹心痛,20天
巨大肥厚性胃炎,终身间歇性治疗
休息痢,1-3个月
拇外翻,4-8周
小儿热带巨脾综合征,1-3个月
虚喘,3-6月
小儿营养不良性水肿,30天
虚寒咳嗽,1-2个月
新生儿获得性免疫缺陷综合征,2-6个月
虚寒呕吐,10天
婴儿臀部肉芽肿,治疗周期7天
虚寒泄泻,1-3个月
婴幼儿脐疝,一般手术治疗1周左右
虚劳,10天
虚疟,1-3个月
鼻神经胶质瘤,1-2个月
痃癖,1-3个月
失用症,3-6个月
慢性病贫血,6-9月
虱病,7--14天
干眼,2-4周
血痹,30天
十二指肠静脉曲张,2-3月
吉兰-巴雷综合征,1-3个月
十二指肠溃疡,10-30天
血疸,1-2岁
酒渣鼻样结核疹,2-4月
十二指肠类癌,4-8周
血风疮,3个月
嗜酸细胞增多性复发性肉芽肿皮炎,30-60天
血灌瞳神,1-2个月
十二指肠良性肿瘤,2-3月
萎缩性毛周角化病,10天
十二指肠内瘘,1-3个月
血厥,1-3个月
阿根廷出血热,1-3个月
血劳,30天
十二指肠旁疝,1-2个月
血瘤,1年
十二指肠平滑肌肉瘤,2-5月
血气胸,30天
十二指肠胃反流及胆汁反流性胃炎,2-4周
中毒性紫癜,2-6周
血清抗精子抗体阳性之不孕症,6-9个月
十二指肠腺癌,2-4周
药物中毒性周围神经病,10-30天
血热崩漏,30天
磨牙,4-8周
石棉业所致的皮肤病,1-3月
血虚头痛,7-10天
血虚眩晕,3个月
石棉状糠疹,1-3月
实体肿瘤的肾损害,3-6个月
血证,20天
实体肿瘤的肾脏损害,4-8周
狐臭,10-30天
食管白斑,1-3个月
脑膜转移瘤,3-6月
食管穿孔,7-14天
食管穿透性损伤,3-5个月
牙宣,7-10天
食管腐蚀性灼伤,1-3个月
牙痈,15天
食管管型,40天
眼丹,7--10天
食管过短,14天
眼睑丹毒,10--21天
食管化学性烧伤,2-4周
眼睑疖肿和脓肿,2-4周
食管结核,9个月
眼睑热性疱疹,1-3个月
食管克罗恩病,1-3个月
食管类癌,4月
食管内异物,1-6周
食管囊肿,10天
食管黏膜损伤,7天
眼睑炭疽,10-30天
食管念珠菌感染,3周
羊胡疮,1-2周
食管其他恶性肿瘤,1--6个月
阳明头痛,1-2周
食管乳头状瘤,2-4周
阳强,4-6周
食管胃底静脉曲张及其破裂出血,1-3周
阳虚,1-2个月
食管息肉,7天
阳虚发热,7天
食管血管瘤,7-14天
杨梅疮,2周--7周
食管压迫型颈椎病,1-3个月
腰椎间盘突出,1-3个月
食管异位组织,10-30天
噎膈,1-2个月
食管中段憩室,14天
液脱,2-4周
食管重复畸形,1-3个月
噫气,8-12周
胰痈,1-2个月
史-约综合征,1-3个月
遗传过敏性皮炎,7-14天
矢状窦旁脑膜瘤,2-4月
疫斑热,1-7天
视神经胶质瘤,1-3个月
疫毒痢,3-7天
视神经乳头水肿及视盘水肿,1-3个月
疫黄,1-3个月
视网膜下新生血管膜,3个月
溢饮,1-3个月
视网膜血管炎,1个月
阴痹,3个月
室间隔膜部瘤,3个月
阴疮,3周
阴吹,7-10天
室性并行心律及室性并行心律性心动过速,3个月
阴道壁脱垂,4-8周
室性期前收缩,2-4月
阴汗,3-6个月
室性逸搏及室性逸搏心律,2-6周
阴结,2-4周
阴茎痰核,3-5月
适应障碍,3个月
阴冷,1-3个月
嗜碱性粒细胞增多症,3-6月
阴盛阳衰症,10-30天
嗜麦芽黄单胞菌肺炎,3-6周
阴缩,1-3年
阴挺,10天
嗜皮菌病,2-4月
阴虚发热,7-15天
嗜人T淋巴细胞Ⅰ型所致的葡萄膜炎,3个月
阴虚火旺,1-3个月
嗜水气单胞菌感染,2-4月
婴儿闷热综合症,2-4周
嗜酸性粒细胞性膀胱炎,3周
嗜酸性粒细胞增多-肌痛综合征,3-6周
婴儿型黑矇性痴呆,3-5月
嗜酸性脓疱性毛囊炎,10--14天
手部伸肌腱损伤,3个月
婴幼儿舌下囊肿,1-3个月
手部神经损伤,10-30天
营养缺乏性神经病变,2-4周
手部血管损伤,3-6周
有头疽,1-3个月
瘀血头痛,7-14天
手湿疹,7-30天
瘀证,2-4周
手术后反流性胃炎,3-6月
郁冒,1-3个月
手术后膈疝,30天
郁证,6个月
圆翳内障,3-6月
手足发绀症,7-10天
月经失调性不孕症,6-12个月
枢椎齿突骨折,3-6月
舒尔曼病,1--3个月
舒张性心力衰竭,2-4月
月劳病,10-30天
输卵管癌三联症,30天
输卵管结核,2-3年
脏寒,1-2个月
输尿管结核,30天
脏躁,1--3个月
输尿管炎,2-4周
燥邪犯肺,2-5月
输尿管异位开口,2-4周
瘴疟,4周
输尿管肿瘤,0.5月
振栗,2-4月
蔬菜皮炎,2-4周
怔忡,1-2个月
鼠螨叮咬,10天
症瘕,3-6个月
鼠咬热,10-15天
肢萎,3个月
束支折返性室性心动过速,1-3月
蜘蛛咬伤,一般是2-4周
双侧肾缺如,终身间歇性对症治疗
双侧束支传导阻滞,2-4月
双分支阻滞,1-3个月
指疔,1-3年
双胃,治疗周期15天
双向性室性心动过速,2-4月
中风后遗症,终身治疗
双眼上斜肌麻痹,1-3个月
中满,1-3个月
双重输尿管,2--6周
中气不足,1-3个月
水、电解质紊乱伴发的精神障碍,7--14天
肿胀,3个月
水痘肺炎,5-15天
重舌,7--14天
水痘性角膜炎,1-3月
水疱性远端指炎,1-3个月
重瞳,3--10周
水痛症,8-12周
周期性四肢运动障碍,1-3个月
周围神经炎,1-3个月
睡眠呼吸暂停综合征,1周--永久
疰夏,1-2周
著痹,3个月
睡眠障碍,10天
壮热,1周
斯特奇-韦伯综合征,1-3个月
子烦,1-2个月
四川并殖吸虫病,3-6个月
子满,1-2个月
松节油皮炎,1-3个月
子嗽,2-4周
松毛虫病骨关节病,1-3个月
子痰,1个月
松毛虫皮炎,治疗周期15天
子痫,7-10天
苏格兰脑炎,2-4月
子悬,2-3天
酸碱灼伤,1-3月
子喑,1-2个月
髓单核细胞白血病,3-5年
走哺,3--10天
走黄,2-4周
坐板疮,1-3个月
垂痈,1周
髓过氧化物酶缺乏症,3个月
唇风,4-8周
髓母细胞瘤,2-6个月
唇疱疹,2-4周
髓内肿瘤,1-3个月
髓性多汗症,2-4月
梭形细胞脂肪瘤,2-4周
锁骨下动脉-腋动脉瘤,4-8周
Terrien角膜边缘性变性,2—4周
Terson综合征,1—4周
Theodore上方角膜缘角结膜炎,20-30天
Thygeson浅层点状角膜病变,7—15天
抗-HCVAg阳性,6-12个月
弹性假黄瘤,1-2个月
胎儿生长受限,7--14天
老烂腿,1-3个月
胎儿乙醇综合征,1--3个月
脑萎缩,1年
胎粪吸入综合征,7-14天
扁桃体炎,7-14天
胎粪性便秘,2-5周
胰腺炎,2-5周
鼻炎,1--2周(急性鼻炎1-2周，慢性需1-2年)
胎记,2-4周
慢性结肠炎,1-2个月，本病有复发倾向
肠炎,7天
胎膜早破,2-4周
苔藓样结核疹,60天
溃疡性肠炎,反复发作的慢性病程
缺血性肠炎,10-14天
细菌性肠炎,3-7天
苔藓样念珠状疹,10-30天
直肠炎,3-6周
炭疽,3个月
慢性肠炎,7-10天
糖尿病,需要终身间歇性治疗
腰椎病,1-2个月
糖尿病伴发的葡萄膜炎,10-30天
糖尿病合并低血糖,2-4周
肠胃炎,1--2周(急性治疗1-2周，慢性治疗2-4年)
糖尿病和高血压,目前医学水平需要终生药物维持。
肾小球肾炎,1-2个月
糖尿病心脏病,5-6个月
脊柱侧弯,3个月
糖尿病性视网膜病变,终身治疗
糖尿病性胃轻瘫,45天
肾炎,1-3个月
糖尿病性周围神经病,4-8周
