"diseaseID","disease_name","part","age","infect","insurance","department","checklist","treatment","drugs","period","rate","money"
14261,血瘤,nan,多见于幼儿时期,无传染性,nan,中医科 中医综合,血管造影,β受体阻滞剂、,注射用盐酸平阳霉素,1年,100%治愈，,根据不同医院，收费标准不一致，市三甲医院约(1000——20000元)
14262,寻常狼疮,nan,多发生于儿童及青年人,接触传播,nan,传染科,血常规,药物治疗 支,丙酸氯倍他索乳膏,2-6月,40%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14263,小棘毛壅病,nan,无特殊人群,无传染性,nan,皮肤性病科 皮肤科,皮肤涂片显微镜检查,药物治疗 支,维A酸乳膏,3-5月,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14264,小儿溃疡性结肠炎,nan,儿童,无传染性,nan,儿科 儿科综合,腹部叩诊,药物治疗 ,硫唑嘌呤片,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14265,小儿急性血行,nan,儿童,飞沫传播,nan,儿科 小儿内科,结核杆菌基因检,药物治疗 ,蛇胆川贝液,12个月,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14266,小儿肠套叠,nan,儿童多见，尤其婴幼儿,无传染性,nan,儿科 小儿外科,腹部平片,内科治疗 ,未知,1-3周,90%,根据不同医院，收费标准不一致，市三甲医院约（10000——20000元）
14267,先天性肠旋转不良,nan,见于新生儿,无传染性,nan,外科 普外科,腹部平片,手术治疗 药物治疗 ,盐酸消旋山莨菪碱氯化钠注射液,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14268,小儿鼻炎,nan,儿童,飞沫传播，有传染性,nan,五官科 耳鼻喉科,鼻腔检查,对症治疗 ,注射用头孢唑林钠,1-3个月,98%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14269,哮喘持续状态,nan,支气管哮喘病人,无传染性,nan,内科 呼吸内科,心电图,持续不缓解可使,蛤蚧定喘丸,1-2个月,60%-70%,根据不同医院，收费标准不一致，市三甲医院约（5000——8000元)
14270,小儿干燥综合征,nan,儿童,无传染性,nan,儿科 小儿内科,抗核抗体（ANA）,对症治疗 ,玻璃酸钠滴眼液,3-6个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14271,心源性哮喘,nan,老年人,无传染性,nan,内科 呼吸内科,肺和胸膜听诊,药物治疗 支,蛤蚧定喘丸,1-2年,60%,根据不同医院，收费标准不一致，市三甲医院约（20000——50000元）
14272,膝关节内侧副,nan,无特定人群,无传染性,nan,外科 骨外科,四肢透视,手术治疗 支,消炎镇痛膏,3个月,85%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14273,习惯性流产,nan,妊娠期女性,无传染性,nan,妇产科 产科,Ⅰ级产前超声检查,药物治疗 ,黄体酮胶囊,治疗周期15天,治愈率76%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14274,虚寒咳嗽,nan,无特殊人群,无传染性,nan,中医科 中医综合,胸部CT检查,药物治疗 支,盐酸氨溴索分散片,1-2个月,75%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14275,下焦湿热,nan,无特殊人群,无传染性,nan,中医科 中医综合,造影检查,药物治疗 ,益肾灵颗粒,7--14天,80%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14276,小儿气管、支,nan,儿童（学龄前儿童）,无传染性,nan,急诊科,支气管镜检查,小儿纤维,未知,治疗周期5-7天,治愈率98%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14277,牙病,nan,各个人群都是好发人群,无传染性,nan,五官科 口腔科,牙髓温度试验（,药物治疗 ,丁硼乳膏,根据不同牙部疾病，治疗周期不同,根据不同牙部疾病，治愈率不同,根据不同医院，收费标准不一致；根据不同牙部疾病，治疗费用不同
14278,阴汗,nan,男性,无传染性,nan,中医科 中医综合,皮肤病的物理检查,药物治疗 支,甲硝唑乳膏,3-6个月,85-90%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14279,牙周脓肿,nan,无特发人群,无传染性,nan,五官科 口腔科,口腔X光片检查,手术治疗 ,丁硼乳膏,7-30天,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——10000元）
14280,乙型肝炎抗原血症,nan,无特殊人群,无传染性,nan,肝病,乙型肝炎核心抗原,药物治疗 支,注射用单磷酸阿糖腺苷,3-6个月,80%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14281,阴茎淋巴管炎,nan,好发于男性,无传染性,nan,男科,阴茎检查,药物治疗 ,头孢氨苄胶囊,1-2周,60%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14282,阴冷,nan,无特发人群,无传染性,nan,中医科 中医综合,阴茎检查,未知,枸橼酸氯米芬片,1-3个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14283,牙斑,nan,无特发人群,接触传染性,nan,五官科 口腔科,口腔内窥镜,有效刷,未知,3个月,100%,根据不同医院，收费标准不一致，市三甲医院约（300元左右）
14284,阴囊炎,nan,男性,无传染性,nan,皮肤性病科 皮肤科,皮肤真菌镜检,药物治疗 ,维生素B2片,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（1000 ——5000元）
14285,原发性痛经,nan,女性,无传染性,nan,妇产科 妇科,妇科检查,药物治疗 支,阿司匹林肠溶胶囊,3-6个月,85%,根据不同医院，收费标准不一致，市三甲医院约（200——1000元）
14286,小儿癫痫,nan,儿童,无传染性,nan,儿科 小儿内科,脑电图棘波,药物治疗 外科治疗 ,左乙拉西坦片,2-3年,70-80%,根据不同医院，收费标准不一致，市三甲医院约（8000——15000元）
14287,牙结石,nan,口腔卫生不良的人群或者口腔干燥症患者,无传染性,nan,五官科 口腔科,牙髓电活力测定,超声洁治,丁硼乳膏,一次就可以祛除，一般一年一次，严重者半年一次洁治,100%,根据不同医院，收费标准不一致，市三甲医院约（200——400元）
14288,阴茎珍珠疹,nan,好发于男性,无传染性,nan,男科,阴茎检查,药物治疗 支,二妙丸,无需治疗,60%,根据不同医院，收费标准不一致，一般不需治疗
14289,腰椎病,nan,无特发人群,无传染性,nan,外科 骨外科,脊柱MRI检查,药物治疗 支,未知,1-2个月,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14290,咽喉癌,nan,无特定人群,无传染性,nan,五官科 耳鼻喉科,鼻咽部MRI检查,药物治疗 ,川贝枇杷糖浆,3-6个月,70%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）
14291,先天性厚甲症,nan,婴幼儿,无传染性,nan,皮肤性病科 皮肤科,皮肤涂片显微镜检查,药物治疗 ,盐酸甲氯芬酯胶囊,1-3年或更长,1%，以对症治疗为主,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14292,阴虚,nan,无特定人群,无传染性,nan,中医科 中医综合,脉搏,中医治疗 支,肾康宁片,1-3个月,75%-85%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14293,阴吹,nan,女性,无传染性,nan,中医科 中医综合,阴道妇科常规检查,中医治疗 支,未知,7-10天,80%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14294,腰椎骨折,nan,无特发人群,无传染性,nan,外科 骨外科,CT检查,手术治疗 ,阿仑膦酸钠片,7-90天,70%,根据不同医院，收费标准不一致，市三甲医院约（1000 ——10000元）
14295,小腿动脉损伤,nan,无特殊人群,无传染性,nan,外科 骨外科,血管彩超,手术治疗 ,未知,1个月,85%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14296,胸椎病,nan,无特定的人群,无传染性,nan,外科 骨外科,胸部透视,药物治疗 手术治疗 ,未知,1-3个月,75%-85%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14297,膝关节侧副韧带损伤,nan,无特定人群,无传染性,nan,外科 骨外科,骨与关节MRI检查,对症治疗 ,七厘胶囊,4-8周,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14298,胸痹,nan,高血压，高血脂，糖尿病患者，吸烟，酗酒，腹型肥胖，缺乏体力劳动者,非传染性疾病,nan,中医科 中医综合,便常规,未知,通脉颗粒,长期服药治疗,绝大多数是不能治愈的，必须长期服用药物,根据不同医院，收费标准不一致，病情轻重不同，花费相差很大，市三甲医院约（2000——100000元）
14299,血液病,nan,无特发人群,无传染性,nan,内科 血液科,血小板计数（PLT）,药物治疗 支,消癌平片,1-3年,30%,根据不同医院，收费标准不一致，市三甲医院约（50000——100000元）
14300,小儿泄泻,nan,儿童,有传染性,nan,中医科 中医综合,脂肪吸收试验,药物治疗 支,保儿安颗粒,3-10天,95%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14301,星形病毒胃肠炎,nan,无特殊人群,消化道传播 呼吸道传播,nan,内科 消化内科,便常规,对症治疗 ,盐酸左氧氟沙星胶囊,2-6周,80-90%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14302,月劳病,nan,生产后的女性,无传染性,nan,中医科 中医综合,妇科常规检查,药物治疗 支,生化丸,10-30天,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14303,小儿结膜吸吮线虫病,nan,儿童,媒介动物传播,nan,儿科 儿科综合,眼底检查,药物治疗 支,阿苯达唑片,10-15天,30%,根据不同医院，收费标准不一致，市三甲医院约（600——2000元）
14304,小儿甲状腺功,nan,儿童,无传染性,nan,儿科 儿科综合,游离甲状腺素（,手术治疗 ,硫唑嘌呤片,3个月,70%,根据不同医院，收费标准不一致，市三甲医院约(4000——8000元)
14305,小儿红白血病,nan,儿童,无传染性,nan,儿科 儿科综合,骨髓象分析,放射性治疗 ,硫唑嘌呤片,需要终身治疗,需要终身治疗,需终身治疗，费用不详
14306,下肢动脉硬化闭塞症,nan,三高患者,无传染性,nan,外科 普外科,深静脉通畅试验,未知,地奥司明片,10-30天,10%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）
14307,血瘀体质,nan,无特定人群,无传染性,nan,内科 血液科,血常规,中医治疗 支,益肾灵颗粒,1-2个月,70%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14308,小儿胃肠炎,nan,儿童,消化道传播,nan,儿科 小儿内科,便常规,根据不同病情，,复合乳酸菌胶囊,3-7天,99%,根据不同医院，收费标准不一致，市三甲医院约（300——1500元）
14309,小儿烫伤,nan,儿童,无传染性,nan,儿科 小儿外科,血常规,药物治疗 支持治疗 ,烧伤肤康液,1-3个月,98%,根据不同医院，收费标准不一致，市三甲医院约（1000——20000元）
14310,小儿食积,nan,儿童,无传染性,nan,中医科 中医综合,便常规,药物治疗 支,乳酸菌素片,7-14天,97%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14311,膝关节脱位,nan,无特定人群,无传染性,nan,外科 骨外科,四肢的骨和关节平片,支持性治疗 ,未知,2-4周,98%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14312,心血管疾病,nan,四十岁以上的中老年人,非传染性疾病,nan,内科 心内科,血浆内皮素测定,药物治,通脉颗粒,终身治疗,是不能治愈的疾病，只能长期服药维持,患者疾病的轻重程度不同，治疗方法的选择不同，价格相差很大，两千元至十万元
14313,血稠,nan,中老年人群,非传染性疾病,nan,内科 血液科,血流变学检查,药物治疗，,非诺贝特片,1-3个月,90%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14314,小儿急性胃炎,nan,儿童,无传染性,nan,儿科 小儿内科,幽门螺杆菌检测,药物治疗 支,未知,7-30天,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——10000元）
14315,血管性头痛,nan,女性、脑力劳动者易发病.电脑、教师等也常见,无传染性,nan,内科 神经内科,脑电图检查,中医辨证,感冒清胶囊,2-3个月,70%,根据不同医院，收费标准不一致，市三甲医院约（2000——3000元）
14316,血小板减少性紫癜,nan,儿童及女性多见,无传染性,nan,内科 血液科,血常规,药物治疗 中医治疗 ,转移因子口服溶液,30天,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14317,小儿肾病综合征,nan,儿童,无传染性,nan,儿科 儿科综合,肾病类尿常规,药物治疗 对症治疗 ,复方α-酮酸片,3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14318,新生儿湿疹,nan,新生儿,无传染性,nan,皮肤性病科 皮肤科,皮肤病的物理检查,药物治疗 ,糠酸莫米松凝胶,1个月左右,90%，易反复发病,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14319,血毒,nan,无特定人群,无传染性,nan,内科 血液科,血常规,药物治疗 支,盐酸米诺环素胶囊,3-6个月,30%,1-2个月根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14320,小儿贲门失弛缓症,nan,青年,无传染性,nan,儿科 儿科综合,胃部检查,手,未知,1个月,80%,根据病情程度轻重不同，不同医院，收费标准不一致，市三甲医院约（5000—30000元）
14321,小儿腹泻病,nan,婴幼儿,感染性腹泻有传染性,nan,儿科 小儿内科,血常规,未知,复方谷氨酰胺肠溶胶囊,7-10天,99%,根据不同医院，收费标准不一致，市三甲医院约(200-3000元)
